timestamp,hour,day_of_week,voltage,current,power,power_factor,frequency,condition
2026-01-02 12:15:00,12,4,228.16,2.328,483.59,0.91,49.998,NORMAL
2026-01-02 12:30:00,12,4,232.35,1.866,391.82,0.904,50.059,NORMAL
2026-01-02 12:45:00,12,4,227.6,2.215,466.87,0.926,50.036,NORMAL
2026-01-02 13:00:00,13,4,231.25,1.822,383.08,0.909,50.043,NORMAL
2026-01-02 13:15:00,13,4,230.47,1.145,247.37,0.937,50.171,NORMAL
2026-01-02 13:30:00,13,4,228.68,2.501,528.51,0.924,49.935,NORMAL
2026-01-02 13:45:00,13,4,231.39,1.273,283.63,0.963,50.023,NORMAL
2026-01-02 14:00:00,14,4,231.51,2.676,570.09,0.92,49.946,NORMAL
2026-01-02 14:15:00,14,4,231.95,1.797,377.41,0.906,49.905,NORMAL
2026-01-02 14:30:00,14,4,227.17,1.519,328.44,0.951,50.027,NORMAL
2026-01-02 14:45:00,14,4,232.09,1.185,254.27,0.924,50.022,NORMAL
2026-01-02 15:00:00,15,4,229.9,1.355,295.67,0.949,49.993,NORMAL
2026-01-02 15:15:00,15,4,229.57,2.49,542.48,0.949,49.96,NORMAL
2026-01-02 15:30:00,15,4,230.49,1.119,255.18,0.989,50.022,NORMAL
2026-01-02 15:45:00,15,4,232.03,2.316,491.1,0.914,50.025,NORMAL
2026-01-02 16:00:00,16,4,226.27,2.613,539.53,0.913,49.961,NORMAL
2026-01-02 16:15:00,16,4,230.82,1.915,410.2,0.928,50.061,NORMAL
2026-01-02 16:30:00,16,4,227.48,1.684,365.4,0.954,49.921,NORMAL
2026-01-02 16:45:00,16,4,228.76,1.86,418.98,0.985,50.074,NORMAL
2026-01-02 17:00:00,17,4,229.5,3.529,794.18,0.981,49.97,NORMAL
2026-01-02 17:15:00,17,4,231.77,2.753,595.91,0.934,50.085,NORMAL
2026-01-02 17:30:00,17,4,229.42,4.342,952.08,0.956,49.99,NORMAL
2026-01-02 17:45:00,17,4,229.28,3.666,766.22,0.912,49.976,NORMAL
2026-01-02 18:00:00,18,4,228.62,4.176,930.46,0.975,49.934,NORMAL
2026-01-02 18:15:00,18,4,223.77,4.403,895.67,0.909,49.942,NORMAL
2026-01-02 18:30:00,18,4,232.62,4.638,977.29,0.906,49.979,NORMAL
2026-01-02 18:45:00,18,4,228.2,2.768,582.02,0.921,49.885,NORMAL
2026-01-02 19:00:00,19,4,232.05,3.785,836.19,0.952,49.99,NORMAL
2026-01-02 19:15:00,19,4,227.95,2.917,635.61,0.956,50.021,NORMAL
2026-01-02 19:30:00,19,4,226.8,3.393,755.36,0.982,50.006,NORMAL
2026-01-02 19:45:00,19,4,229.3,3.378,753.58,0.973,50.013,NORMAL
2026-01-02 20:00:00,20,4,229.01,3.085,671.41,0.95,49.984,NORMAL
2026-01-02 20:15:00,20,4,230.41,4.769,1007.6,0.917,49.997,NORMAL
2026-01-02 20:30:00,20,4,234.25,3.82,854.63,0.955,50.005,NORMAL
2026-01-02 20:45:00,20,4,230.99,3.957,897.39,0.982,50.038,NORMAL
2026-01-02 21:00:00,21,4,229.61,2.872,649.02,0.984,49.989,NORMAL
2026-01-02 21:15:00,21,4,230.74,2.94,625.09,0.922,49.867,NORMAL
2026-01-02 21:30:00,21,4,231.73,4.254,944.88,0.959,49.93,NORMAL
2026-01-02 21:45:00,21,4,230.56,3.083,647.62,0.911,49.931,NORMAL
2026-01-02 22:00:00,22,4,224.51,0.932,205.58,0.982,49.963,NORMAL
2026-01-02 22:15:00,22,4,234.38,1.486,342.98,0.985,50.022,NORMAL
2026-01-02 22:30:00,22,4,229.85,1.697,374.27,0.96,49.996,NORMAL
2026-01-02 22:45:00,22,4,230.85,1.961,435.99,0.963,49.983,NORMAL
2026-01-02 23:00:00,23,4,227.97,1.596,327.98,0.901,49.985,NORMAL
2026-01-02 23:15:00,23,4,235.8,1.724,368.19,0.906,49.953,NORMAL
2026-01-02 23:30:00,23,4,231.54,1.57,339.71,0.934,49.917,NORMAL
2026-01-02 23:45:00,23,4,228.99,0.951,205.38,0.944,50.099,NORMAL
2026-01-03 00:00:00,0,5,226.87,0.614,128.18,0.921,50.001,NORMAL
2026-01-03 00:15:00,0,5,233.51,0.777,163.52,0.901,49.946,NORMAL
2026-01-03 00:30:00,0,5,231.32,0.508,109.0,0.927,50.035,NORMAL
2026-01-03 00:45:00,0,5,231.93,0.664,140.32,0.911,49.963,NORMAL
2026-01-03 01:00:00,1,5,232.77,0.809,177.63,0.943,49.894,NORMAL
2026-01-03 01:15:00,1,5,232.09,0.479,103.74,0.933,50.085,NORMAL
2026-01-03 01:30:00,1,5,231.69,0.581,124.02,0.921,49.94,NORMAL
2026-01-03 01:45:00,1,5,231.81,0.577,126.31,0.944,50.007,NORMAL
2026-01-03 02:00:00,2,5,230.51,0.568,126.27,0.964,50.042,NORMAL
2026-01-03 02:15:00,2,5,228.88,0.84,177.33,0.922,49.945,NORMAL
2026-01-03 02:30:00,2,5,229.02,0.697,146.02,0.915,49.954,NORMAL
2026-01-03 02:45:00,2,5,228.54,0.773,170.83,0.967,50.019,NORMAL
2026-01-03 03:00:00,3,5,226.91,0.806,177.12,0.968,49.986,NORMAL
2026-01-03 03:15:00,3,5,229.73,0.299,63.94,0.931,50.016,NORMAL
2026-01-03 03:30:00,3,5,232.63,0.754,162.32,0.925,50.076,NORMAL
2026-01-03 03:45:00,3,5,229.31,0.492,104.23,0.925,49.967,NORMAL
2026-01-03 04:00:00,4,5,229.71,0.664,150.46,0.987,49.913,NORMAL
2026-01-03 04:15:00,4,5,231.86,0.553,116.93,0.912,50.124,NORMAL
2026-01-03 04:30:00,4,5,228.5,0.555,118.88,0.938,49.989,NORMAL
2026-01-03 04:45:00,4,5,229.36,0.583,129.63,0.97,49.927,NORMAL
2026-01-03 05:00:00,5,5,231.47,0.468,105.43,0.973,49.986,NORMAL
2026-01-03 05:15:00,5,5,230.72,0.619,139.64,0.978,50.014,NORMAL
2026-01-03 05:30:00,5,5,229.53,0.65,138.19,0.926,50.115,NORMAL
2026-01-03 05:45:00,5,5,227.24,0.448,99.14,0.974,50.018,NORMAL
2026-01-03 06:00:00,6,5,223.46,1.406,290.28,0.924,50.054,NORMAL
2026-01-03 06:15:00,6,5,228.52,2.124,479.72,0.988,50.025,NORMAL
2026-01-03 06:30:00,6,5,228.52,2.198,474.14,0.944,49.97,NORMAL
2026-01-03 06:45:00,6,5,227.99,3.273,708.77,0.95,50.026,NORMAL
2026-01-03 07:00:00,7,5,233.62,2.546,542.99,0.913,50.019,NORMAL
2026-01-03 07:15:00,7,5,228.33,3.213,676.35,0.922,49.991,NORMAL
2026-01-03 07:30:00,7,5,231.96,2.221,504.02,0.978,50.077,NORMAL
2026-01-03 07:45:00,7,5,229.93,2.703,614.66,0.989,49.982,NORMAL
2026-01-03 08:00:00,8,5,228.99,2.927,652.83,0.974,50.005,NORMAL
2026-01-03 08:15:00,8,5,232.3,2.455,549.39,0.963,49.97,NORMAL
2026-01-03 08:30:00,8,5,230.06,2.972,633.68,0.927,49.994,NORMAL
2026-01-03 08:45:00,8,5,232.54,1.706,368.16,0.928,50.038,NORMAL
2026-01-03 09:00:00,9,5,228.14,2.062,455.86,0.969,50.045,NORMAL
2026-01-03 09:15:00,9,5,228.45,2.222,483.29,0.952,50.106,NORMAL
2026-01-03 09:30:00,9,5,227.36,1.412,306.59,0.955,50.064,NORMAL
2026-01-03 09:45:00,9,5,229.67,2.041,462.37,0.986,50.015,NORMAL
2026-01-03 10:00:00,10,5,230.19,1.931,411.84,0.926,50.04,NORMAL
2026-01-03 10:15:00,10,5,228.26,2.364,501.77,0.93,49.914,NORMAL
2026-01-03 10:30:00,10,5,230.04,1.316,287.47,0.95,50.032,NORMAL
2026-01-03 10:45:00,10,5,229.19,2.04,423.28,0.906,49.992,NORMAL
2026-01-03 11:00:00,11,5,231.32,1.417,315.23,0.962,50.033,NORMAL
2026-01-03 11:15:00,11,5,230.29,1.445,321.73,0.967,50.009,NORMAL
2026-01-03 11:30:00,11,5,227.63,1.483,317.15,0.939,49.921,NORMAL
2026-01-03 11:45:00,11,5,229.84,2.141,462.21,0.939,50.069,NORMAL
2026-01-03 12:00:00,12,5,228.2,2.161,466.77,0.947,50.101,NORMAL
2026-01-03 12:15:00,12,5,227.53,1.79,372.66,0.915,50.062,NORMAL
2026-01-03 12:30:00,12,5,229.46,1.365,307.66,0.982,50.046,NORMAL
2026-01-03 12:45:00,12,5,229.74,1.759,398.39,0.986,49.993,NORMAL
2026-01-03 13:00:00,13,5,229.95,2.502,539.42,0.938,50.058,NORMAL
2026-01-03 13:15:00,13,5,232.07,1.179,253.12,0.925,49.95,NORMAL
2026-01-03 13:30:00,13,5,227.55,1.959,437.91,0.982,49.956,NORMAL
2026-01-03 13:45:00,13,5,226.23,1.747,379.83,0.961,49.948,NORMAL
2026-01-03 14:00:00,14,5,234.29,1.486,337.64,0.97,50.091,NORMAL
2026-01-03 14:15:00,14,5,229.0,2.621,553.18,0.922,49.953,NORMAL
2026-01-03 14:30:00,14,5,230.46,1.526,318.45,0.905,50.064,NORMAL
2026-01-03 14:45:00,14,5,228.0,2.673,558.17,0.916,49.988,NORMAL
2026-01-03 15:00:00,15,5,229.81,1.264,267.94,0.922,49.885,NORMAL
2026-01-03 15:15:00,15,5,229.75,1.207,263.93,0.951,50.048,NORMAL
2026-01-03 15:30:00,15,5,231.07,2.15,458.72,0.924,49.995,NORMAL
2026-01-03 15:45:00,15,5,232.45,1.935,440.35,0.979,50.005,NORMAL
2026-01-03 16:00:00,16,5,229.31,1.692,360.47,0.929,49.996,NORMAL
2026-01-03 16:15:00,16,5,229.54,1.814,374.9,0.9,49.994,NORMAL
2026-01-03 16:30:00,16,5,230.04,2.546,549.52,0.938,50.027,NORMAL
2026-01-03 16:45:00,16,5,232.08,1.669,378.61,0.978,50.038,NORMAL
2026-01-03 17:00:00,17,5,227.68,3.966,834.0,0.924,49.901,NORMAL
2026-01-03 17:15:00,17,5,229.8,4.013,845.85,0.917,50.072,NORMAL
2026-01-03 17:30:00,17,5,229.26,4.312,955.89,0.967,49.97,NORMAL
2026-01-03 17:45:00,17,5,233.81,3.892,900.07,0.989,49.902,NORMAL
2026-01-03 18:00:00,18,5,230.07,4.678,978.43,0.909,49.951,NORMAL
2026-01-03 18:15:00,18,5,228.01,2.632,557.26,0.928,50.025,NORMAL
2026-01-03 18:30:00,18,5,232.1,3.727,809.81,0.936,50.076,NORMAL
2026-01-03 18:45:00,18,5,230.31,4.605,988.23,0.932,49.96,NORMAL
2026-01-03 19:00:00,19,5,230.94,2.343,524.08,0.969,49.967,NORMAL
2026-01-03 19:15:00,19,5,226.57,3.783,776.74,0.906,49.943,NORMAL
2026-01-03 19:30:00,19,5,228.15,3.408,745.43,0.959,49.995,NORMAL
2026-01-03 19:45:00,19,5,230.91,3.039,676.41,0.964,50.023,NORMAL
2026-01-03 20:00:00,20,5,230.8,4.113,924.16,0.973,49.938,NORMAL
2026-01-03 20:15:00,20,5,230.19,4.155,870.13,0.91,49.975,NORMAL
2026-01-03 20:30:00,20,5,227.25,3.621,801.13,0.974,49.986,NORMAL
2026-01-03 20:45:00,20,5,227.89,2.832,597.56,0.926,50.111,NORMAL
2026-01-03 21:00:00,21,5,228.97,2.395,532.03,0.97,49.998,NORMAL
2026-01-03 21:15:00,21,5,229.95,2.562,557.34,0.946,50.012,NORMAL
2026-01-03 21:30:00,21,5,227.99,4.401,989.12,0.986,49.941,NORMAL
2026-01-03 21:45:00,21,5,231.71,2.513,557.47,0.957,50.023,NORMAL
2026-01-03 22:00:00,22,5,228.44,1.842,392.06,0.932,50.085,NORMAL
2026-01-03 22:15:00,22,5,230.47,1.136,238.57,0.911,50.002,NORMAL
2026-01-03 22:30:00,22,5,232.41,0.966,219.46,0.978,49.99,NORMAL
2026-01-03 22:45:00,22,5,229.98,1.258,278.94,0.964,49.99,NORMAL
2026-01-03 23:00:00,23,5,228.98,1.392,288.72,0.906,50.073,NORMAL
2026-01-03 23:15:00,23,5,228.84,2.183,463.19,0.927,50.028,NORMAL
2026-01-03 23:30:00,23,5,229.09,1.277,275.46,0.942,49.977,NORMAL
2026-01-03 23:45:00,23,5,228.43,2.068,449.01,0.95,50.009,NORMAL
2026-01-04 00:00:00,0,6,228.89,0.437,96.15,0.961,49.931,NORMAL
2026-01-04 00:15:00,0,6,228.52,0.818,174.03,0.931,50.016,NORMAL
2026-01-04 00:30:00,0,6,233.55,0.465,102.86,0.947,49.906,NORMAL
2026-01-04 00:45:00,0,6,230.98,0.667,140.61,0.913,49.958,NORMAL
2026-01-04 01:00:00,1,6,232.15,0.574,121.65,0.912,50.053,NORMAL
2026-01-04 01:15:00,1,6,228.31,0.565,125.95,0.976,49.996,NORMAL
2026-01-04 01:30:00,1,6,229.35,0.757,168.85,0.972,49.964,NORMAL
2026-01-04 01:45:00,1,6,228.33,0.58,128.89,0.973,50.004,NORMAL
2026-01-04 02:00:00,2,6,227.18,0.612,132.06,0.95,49.991,NORMAL
2026-01-04 02:15:00,2,6,231.15,0.667,147.42,0.956,50.026,NORMAL
2026-01-04 02:30:00,2,6,230.58,0.802,173.83,0.941,50.022,NORMAL
2026-01-04 02:45:00,2,6,233.14,0.792,167.57,0.907,50.094,NORMAL
2026-01-04 03:00:00,3,6,227.99,0.667,146.27,0.962,50.029,NORMAL
2026-01-04 03:15:00,3,6,226.33,0.611,136.74,0.99,49.899,NORMAL
2026-01-04 03:30:00,3,6,233.33,0.743,167.5,0.966,50.02,NORMAL
2026-01-04 03:45:00,3,6,225.46,0.445,95.72,0.954,49.97,NORMAL
2026-01-04 04:00:00,4,6,227.43,0.839,186.28,0.977,50.052,NORMAL
2026-01-04 04:15:00,4,6,229.28,0.775,169.46,0.954,49.97,NORMAL
2026-01-04 04:30:00,4,6,228.83,0.697,156.47,0.981,50.012,NORMAL
2026-01-04 04:45:00,4,6,229.31,0.697,148.69,0.93,50.039,NORMAL
2026-01-04 05:00:00,5,6,229.52,0.502,109.8,0.953,49.989,NORMAL
2026-01-04 05:15:00,5,6,229.81,0.817,179.22,0.954,50.042,NORMAL
2026-01-04 05:30:00,5,6,227.43,0.377,78.56,0.916,49.991,NORMAL
2026-01-04 05:45:00,5,6,228.89,0.494,105.23,0.93,50.005,NORMAL
2026-01-04 06:00:00,6,6,229.95,3.156,674.04,0.929,50.001,NORMAL
2026-01-04 06:15:00,6,6,232.12,2.254,488.65,0.934,49.961,NORMAL
2026-01-04 06:30:00,6,6,229.39,2.874,624.61,0.947,50.045,NORMAL
2026-01-04 06:45:00,6,6,228.43,2.286,489.84,0.938,50.01,NORMAL
2026-01-04 07:00:00,7,6,228.96,1.547,330.78,0.934,49.967,NORMAL
2026-01-04 07:15:00,7,6,228.34,2.252,466.59,0.907,50.006,NORMAL
2026-01-04 07:30:00,7,6,231.45,2.057,429.63,0.902,50.005,NORMAL
2026-01-04 07:45:00,7,6,230.09,2.752,592.35,0.936,49.976,NORMAL
2026-01-04 08:00:00,8,6,227.88,2.098,451.52,0.945,50.075,NORMAL
2026-01-04 08:15:00,8,6,231.61,1.927,403.58,0.904,50.015,NORMAL
2026-01-04 08:30:00,8,6,229.79,2.763,598.71,0.943,49.961,NORMAL
